streetAddress,lat,lon,Средний доход,Средняя стоимость ЖКУ,age_до 24 лет,age_25_34 лет,age_35_44 лет,age_45_54 лет,age_55_64 лет,age_от 65 лет,мужчины,женщины,С детьми,С животными,С автомобилем,link
"улица Москворечье, 31 к1 / Пролетарский проспект, 9",55.645092,37.659239,107191.0,8619.0,14.21,14.48,25.74,26.01,11.8,7.77,49.6,50.4,27.08,26.01,39.41,https://domclick.ru/card/sale__flat__2072020443
"Пятницкое шоссе, 15",55.842229,37.378614,144463.0,10873.0,10.1,21.62,28.86,21.26,12.83,5.34,34.8,65.2,35.39,29.81,45.72,https://domclick.ru/card/sale__flat__2072023887
"улица Перерва, 72",55.668398,37.775206,101816.0,11258.0,15.95,20.84,31.96,19.42,7.8,4.04,60.1,39.9,27.21,17.15,49.18,https://domclick.ru/card/sale__flat__2072025449
"бульвар Веласкеса, 1 к1",55.591821,37.45442,142183.0,11197.0,13.41,26.52,31.47,16.56,8.68,3.36,50.29,49.71,36.75,22.35,45.88,https://domclick.ru/card/sale__flat__2072048462
"улица Зои и Александра Космодемьянских, 36",55.824083,37.524151,145393.0,12035.0,12.39,24.13,30.6,19.59,9.52,3.76,61.33,38.67,25.84,19.92,46.46,https://domclick.ru/card/sale__flat__2072060347
"улица Сосенский Стан, 10",55.565359,37.470589,111135.0,9062.0,19.42,38.85,26.62,12.95,1.44,0.72,61.15,38.85,31.65,23.74,48.92,https://domclick.ru/card/sale__flat__2072069430
"Лазоревый проезд, 1",55.848709,37.638664,120769.0,11629.0,18.38,19.62,26.51,18.68,11.91,4.89,48.87,51.13,24.66,20.81,35.06,https://domclick.ru/card/sale__flat__2072081411
"Вольная улица, 28/4 к3",55.774659,37.737426,118152.0,10103.0,13.35,22.22,31.55,18.7,10.0,4.18,54.68,45.32,26.08,20.38,43.73,https://domclick.ru/card/sale__flat__2072082267
"улица Верхняя Хохловка, 39/47",55.733302,37.721637,101097.0,7881.0,8.89,22.22,31.11,17.78,8.89,11.11,66.67,33.33,22.22,17.78,82.22,https://domclick.ru/card/sale__flat__2072123287
"Илимская улица, 5",55.889328,37.581627,88090.0,15567.0,14.63,21.95,34.15,21.95,4.88,2.44,46.34,53.66,29.27,26.83,51.22,https://domclick.ru/card/sale__flat__2072126976
"Шереметьевская улица, 13 к1",55.796966,37.615301,139884.0,10746.0,17.05,22.92,29.39,19.14,8.15,3.35,42.66,57.34,34.0,22.45,36.1,https://domclick.ru/card/sale__flat__2072129031
"Саларьевская улица, 13 к1",55.614176,37.412382,120377.0,14970.0,17.41,28.08,31.03,15.93,5.75,1.81,61.08,38.92,25.29,11.82,36.78,https://domclick.ru/card/sale__flat__2072131030
"Бобруйская улица, 12",55.736665,37.402523,89631.0,8366.0,9.64,20.89,29.37,21.47,11.9,6.73,49.61,50.39,24.45,16.36,36.03,https://domclick.ru/card/sale__flat__2072142055
"улица Амундсена, 3 к2",55.850127,37.656854,100868.0,9603.0,10.11,19.03,30.97,22.88,12.38,4.64,57.05,42.95,26.53,18.93,42.46,https://domclick.ru/card/sale__flat__2072145582
"микрорайон Эдальго, 4",55.572421,37.487204,118018.0,9647.0,12.56,24.64,33.47,17.06,8.44,3.82,51.45,48.55,31.07,20.76,41.85,https://domclick.ru/card/sale__flat__2072159119
"Бескудниковский бульвар, 52 к1",55.873869,37.539009,108965.0,9852.0,11.46,20.15,30.87,20.54,11.69,5.28,47.05,52.95,32.35,29.4,41.43,https://domclick.ru/card/sale__flat__2072166006
"проезд Шокальского, 21",55.879568,37.643924,99781.0,9401.0,8.14,16.62,30.28,25.34,12.11,7.51,48.5,51.5,30.95,25.38,42.66,https://domclick.ru/card/sale__flat__2072171021
"3-й Автозаводский проезд, 3",55.707485,37.655934,107345.0,10140.0,21.41,28.71,25.65,15.02,6.7,2.52,58.36,41.64,18.93,15.89,25.77,https://domclick.ru/card/sale__flat__2072177164
"Благовещенский переулок, 5",55.767951,37.598579,148544.0,11541.0,14.44,22.13,23.34,18.72,12.76,8.61,41.99,58.01,24.36,22.52,37.86,https://domclick.ru/card/sale__flat__2072177353
"Фрунзенская набережная, 8",55.733381,37.595265,168232.0,14873.0,15.49,21.81,23.8,20.23,12.31,6.35,42.02,57.98,24.82,23.37,40.57,https://domclick.ru/card/sale__flat__2072178167
"проспект Мира, 76",55.790725,37.635256,112779.0,11133.0,19.16,23.8,25.92,18.16,9.21,3.74,51.4,48.6,23.15,20.31,33.57,https://domclick.ru/card/sale__flat__2072195604
"Большая Очаковская улица, 1",55.689894,37.467589,127603.0,12897.0,26.72,29.44,24.32,11.8,4.91,2.82,67.85,32.15,22.96,12.53,40.71,https://domclick.ru/card/sale__flat__2072196234
"Филёвский бульвар, 24 к3",55.76558,37.486897,112836.0,9999.0,15.69,22.36,28.18,19.65,9.32,4.8,59.83,40.17,23.13,19.29,46.59,https://domclick.ru/card/sale__flat__2072208674
"Партизанская улица, 36",55.741825,37.402583,130297.0,13823.0,8.81,19.5,32.51,21.04,11.89,6.24,53.55,46.45,30.54,19.59,48.16,https://domclick.ru/card/sale__flat__2072210388
"улица Маршала Савицкого, 28 к1",55.503894,37.596724,79339.0,10836.0,9.84,22.2,37.53,18.08,8.92,3.43,48.51,51.49,33.18,21.74,47.83,https://domclick.ru/card/sale__flat__2072216739
"Большой Сухаревский переулок, 6",55.770426,37.62687,143973.0,12121.0,26.08,28.64,21.27,14.47,6.88,2.67,45.98,54.02,19.71,21.46,35.14,https://domclick.ru/card/sale__flat__2072223500
"Рождественская улица, 37",55.700906,37.928674,110542.0,9281.0,12.33,26.25,36.88,15.05,6.82,2.68,46.73,53.27,42.64,22.92,38.62,https://domclick.ru/card/sale__flat__2072252022
"улица Маршала Савицкого, 26 к1",55.504238,37.594298,79339.0,10836.0,9.84,22.2,37.53,18.08,8.92,3.43,48.51,51.49,33.18,21.74,47.83,https://domclick.ru/card/sale__flat__2072252035
"Лихачёва проспект, 12 к3",55.690365,37.655668,139998.0,14769.0,17.59,26.91,30.61,15.14,7.46,2.29,60.35,39.65,21.13,16.5,39.38,https://domclick.ru/card/sale__flat__2072264570
"Донецкая улица, 2",55.652683,37.718697,98416.0,9884.0,7.34,13.76,33.94,22.94,14.68,7.34,49.54,50.46,40.37,23.85,47.71,https://domclick.ru/card/sale__flat__2072265050
"Рябиновая улица, 3 к4",55.717947,37.426595,133063.0,12426.0,12.04,22.07,31.19,18.22,10.83,5.66,47.64,52.36,30.78,19.29,40.7,https://domclick.ru/card/sale__flat__2072271060
"улица Талалихина, 31а/2 / Сибирский проезд, 2",55.732533,37.680042,110543.0,9983.0,13.34,18.54,29.09,21.07,11.68,6.28,51.04,48.96,24.4,20.62,39.78,https://domclick.ru/card/sale__flat__2072287951
"улица Покрышкина, 1 к1 / Вернадского проспект, вл86 к8",55.663498,37.478061,116729.0,10885.0,33.81,21.57,19.29,14.16,7.56,3.61,43.77,56.23,26.6,18.41,34.98,https://domclick.ru/card/sale__flat__2072289381
"Староконюшенный переулок, 45",55.749805,37.594333,139806.0,12067.0,18.02,23.82,25.44,17.83,10.17,4.72,49.78,50.22,25.29,20.98,39.05,https://domclick.ru/card/sale__flat__2072291622
"улица Рогожский Вал, 11",55.742069,37.677276,124512.0,10560.0,12.69,21.0,27.85,20.49,12.18,5.78,54.39,45.61,23.0,22.09,43.31,https://domclick.ru/card/sale__flat__2072319653
"Сельскохозяйственная улица, 37",55.854567,37.623547,171224.0,13872.0,12.14,29.23,33.23,15.18,6.71,3.51,62.94,37.06,41.21,20.45,48.88,https://domclick.ru/card/sale__flat__2072322779
"Кастанаевская улица, 53",55.731503,37.458481,125716.0,9945.0,13.16,24.08,27.3,16.94,12.73,5.8,57.39,42.61,24.51,20.46,51.16,https://domclick.ru/card/sale__flat__2072337569
"улица Самуила Маршака, 22",55.635696,37.321502,146934.0,8283.0,10.99,22.68,39.67,15.69,7.29,3.67,50.3,49.7,38.73,25.14,49.56,https://domclick.ru/card/sale__flat__2072355437
"Производственная улица, 4",55.648794,37.386602,149853.0,7508.0,12.63,24.39,39.89,15.06,6.17,1.87,58.11,41.89,34.86,23.82,53.23,https://domclick.ru/card/sale__flat__2072359407
"3-й Хорошёвский проезд, 4",55.773312,37.539958,108212.0,10596.0,16.36,23.56,28.74,20.7,8.09,2.55,50.99,49.01,23.54,21.97,33.09,https://domclick.ru/card/sale__flat__2072366333
"улица Васильцовский Стан, 10 к1",55.71574,37.753942,172955.0,14313.0,10.59,21.79,29.8,25.11,9.68,3.03,58.4,41.6,33.28,27.38,59.15,https://domclick.ru/card/sale__flat__2072381799
"Рижский проезд, 1/5",55.810967,37.657384,112280.0,11141.0,14.69,21.88,29.06,20.78,8.52,5.08,56.17,43.83,23.91,21.17,42.58,https://domclick.ru/card/sale__flat__2072383208
"улица Горчакова, 1 к3",55.548412,37.528659,146826.0,14960.0,15.59,38.9,28.37,10.96,4.21,1.97,77.67,22.33,30.2,13.2,67.28,https://domclick.ru/card/sale__flat__2072383670
"Ялтинская улица, 14",55.646483,37.609567,130479.0,10748.0,8.68,17.93,28.7,21.85,15.05,7.79,45.43,54.57,31.05,27.65,46.99,https://domclick.ru/card/sale__flat__2072398814
"Тайнинская улица, 7 к1",55.879616,37.68213,100807.0,10426.0,12.62,25.18,31.04,18.8,9.12,3.25,65.87,34.13,26.31,16.15,52.99,https://domclick.ru/card/sale__flat__2072429826
"Юрловский проезд, 14 к1",55.877754,37.613263,120792.0,9853.0,11.87,20.86,31.29,22.84,8.63,4.5,57.01,42.99,32.55,23.2,60.97,https://domclick.ru/card/sale__flat__2072434962
"улица Малое Понизовье, 4 / квартал 28-й, 2 к6",55.604085,37.413434,125157.0,12684.0,25.63,30.08,23.84,13.25,5.75,1.45,53.45,46.55,24.81,19.32,39.06,https://domclick.ru/card/sale__flat__2072435003
"Штурвальная улица, 3 ст2",55.846588,37.444602,92318.0,9254.0,15.96,24.03,28.57,18.49,8.71,4.24,55.1,44.9,24.44,19.08,37.31,https://domclick.ru/card/sale__flat__2072456571
"Профсоюзная улица, 22/10 к1",55.68096,37.565362,139897.0,11122.0,12.04,18.82,26.14,21.43,13.95,7.62,43.44,56.56,25.76,22.61,37.37,https://domclick.ru/card/sale__flat__2072467298
"улица Сосенский Стан, 5",55.572785,37.468738,106683.0,10015.0,14.41,30.63,28.83,19.82,3.6,2.7,54.05,45.95,18.92,14.41,37.84,https://domclick.ru/card/sale__flat__2072482313
"улица Атласова, 5",55.602259,37.358071,122842.0,7542.0,11.8,20.85,36.61,16.95,8.53,5.25,47.95,52.05,42.33,23.56,43.42,https://domclick.ru/card/sale__flat__2072484033
"улица Маршала Савицкого, 22 к2",55.503269,37.593426,105806.0,11144.0,8.96,19.67,36.69,19.06,12.03,3.59,53.7,46.3,36.36,23.78,55.74,https://domclick.ru/card/sale__flat__2072487140
"Казарменный переулок, 8 ст3",55.755249,37.651272,125097.0,11329.0,59.17,11.25,12.36,11.67,4.03,1.53,40.56,59.44,16.11,16.11,27.08,https://domclick.ru/card/sale__flat__2072487771
"Смоленская-Сенная площадь, 27 ст1а",55.745184,37.582573,188947.0,13418.0,10.05,20.69,30.32,21.38,11.93,5.64,51.19,48.81,24.17,22.8,44.91,https://domclick.ru/card/sale__flat__2072489804
"проезд Ольминского, 4",55.814159,37.63435,128776.0,11475.0,14.92,21.77,27.62,20.36,11.09,4.23,40.52,59.48,26.41,27.42,38.91,https://domclick.ru/card/sale__flat__2072507395
"улица Зорге, 20",55.787634,37.509339,160031.0,12229.0,7.9,16.4,30.47,25.43,13.47,6.32,58.69,41.31,27.46,21.37,53.65,https://domclick.ru/card/sale__flat__2072507675
"улица Липовый парк, 10 к3",55.569033,37.486095,143383.0,10819.0,6.85,16.6,38.34,21.19,11.18,5.84,40.14,59.86,41.19,27.2,44.05,https://domclick.ru/card/sale__flat__2072510981
"Волгоградский проспект, 155",55.703793,37.783909,88880.0,9530.0,10.94,21.62,27.34,21.21,12.1,6.79,53.11,46.89,22.54,16.65,29.91,https://domclick.ru/card/sale__flat__2072519867
"улица Академика Павлова, 40",55.743534,37.407663,171241.0,14739.0,8.97,22.7,38.08,18.63,8.14,3.47,46.08,53.92,38.24,23.15,47.89,https://domclick.ru/card/sale__flat__2072536685
"улица Каретный Ряд, 5/10 ст2 / Садовая-Каретная улица, 10",55.772469,37.609082,135922.0,12033.0,17.6,26.36,25.17,15.84,9.66,5.37,58.84,41.16,19.0,18.55,37.28,https://domclick.ru/card/sale__flat__2072539107
"1-й Котляковский переулок, 4 к4",55.650179,37.635142,139614.0,14141.0,11.91,21.37,39.54,17.49,7.29,2.39,54.25,45.75,42.51,27.41,62.28,https://domclick.ru/card/sale__flat__2072555934
"Большой Николопесковский переулок, 3",55.74979,37.590326,130955.0,11495.0,16.78,20.76,26.4,20.07,10.89,5.1,50.49,49.51,24.69,19.94,38.2,https://domclick.ru/card/sale__flat__2072556126
"Профсоюзная улица, 18 к1",55.683077,37.567267,131395.0,10739.0,15.48,20.26,24.06,20.07,12.04,8.08,54.07,45.93,21.61,18.53,38.3,https://domclick.ru/card/sale__flat__2072566948
"Ленинградский проспект, 2",55.778644,37.582709,116826.0,10491.0,17.15,22.1,27.71,19.91,9.83,3.3,53.7,46.3,23.86,20.7,37.91,https://domclick.ru/card/sale__flat__2072570603
"2-я Владимирская улица, 13 к1",55.759994,37.780941,99288.0,9007.0,9.07,22.16,28.27,20.07,12.27,8.17,51.83,48.17,24.91,22.08,43.17,https://domclick.ru/card/sale__flat__2072601352
"проспект Мира, 118а",55.811024,37.640767,164497.0,12321.0,10.86,23.52,30.08,21.6,8.89,5.05,47.21,52.79,30.72,26.54,45.82,https://domclick.ru/card/sale__flat__2072624739
"улица Александры Монаховой, 6",55.575205,37.471896,108598.0,12126.0,14.76,25.05,29.96,17.51,9.15,3.57,58.11,41.89,24.07,15.35,37.26,https://domclick.ru/card/sale__flat__2072633337
"Варшавское шоссе, 141 к10",55.589198,37.602714,149723.0,16109.0,18.29,30.79,30.79,12.27,5.79,2.08,59.03,40.97,29.4,20.37,45.83,https://domclick.ru/card/sale__flat__2072639087
"Вернадского проспект, 61 к3",55.67161,37.505696,108227.0,9741.0,16.06,21.76,25.22,19.98,11.6,5.36,55.42,44.58,25.99,18.33,37.13,https://domclick.ru/card/sale__flat__2072641755
"Лукинская улица, 10",55.649074,37.34337,124156.0,9561.0,12.26,14.4,32.81,23.02,10.48,7.04,52.19,47.81,32.85,22.04,49.25,https://domclick.ru/card/sale__flat__2072653526
"Котельническая набережная, 1/15 к Б",55.746971,37.643374,129517.0,10854.0,16.76,24.28,28.98,16.69,8.93,4.36,60.2,39.8,21.63,18.34,51.85,https://domclick.ru/card/sale__flat__2072653816
"улица Коштоянца, 47 к1",55.673024,37.478388,168765.0,21024.0,13.68,16.67,25.64,25.21,13.68,5.13,41.45,58.55,41.45,27.35,60.68,https://domclick.ru/card/sale__flat__2072655685
"Абельмановская улица, 5",55.736909,37.672361,119538.0,10801.0,15.17,20.78,26.66,19.87,11.8,5.72,48.13,51.87,22.97,24.84,37.2,https://domclick.ru/card/sale__flat__2072657514
"Кастанаевская улица, 43 к2",55.73218,37.468425,94846.0,10875.0,22.88,23.22,26.21,18.85,6.9,1.94,48.39,51.61,23.71,20.15,29.81,https://domclick.ru/card/sale__flat__2072658815
"Варшавское шоссе, 16 к3",55.69256,37.619146,123466.0,12040.0,20.07,26.12,28.03,15.7,7.33,2.76,68.36,31.64,19.55,15.52,36.77,https://domclick.ru/card/sale__flat__2072670121
"улица Шумилова, 24а",55.70632,37.777731,83721.0,9426.0,11.06,24.79,26.61,21.02,11.18,5.35,48.24,51.76,24.3,19.2,28.19,https://domclick.ru/card/sale__flat__2072676577
"Тайнинская улица, 13 к1",55.883912,37.685274,117869.0,10377.0,12.63,19.3,29.03,21.15,11.38,6.51,47.82,52.18,32.91,25.23,41.86,https://domclick.ru/card/sale__flat__2072687922
"улица Лобачевского, 41",55.689115,37.471644,146398.0,13449.0,18.94,30.73,28.18,13.63,6.05,2.48,74.43,25.57,26.58,17.13,77.51,https://domclick.ru/card/sale__flat__2072701466
"посёлок подсобного хозяйства Воскресенское, 15а",55.526902,37.44523,96761.0,11890.0,11.26,20.33,29.11,20.18,14.09,5.03,60.06,39.94,23.09,14.24,45.96,https://domclick.ru/card/sale__flat__2072703043
"Мытная улица, 27",55.71553,37.620312,96358.0,11034.0,28.5,31.02,26.28,8.86,3.63,1.71,61.76,38.24,41.36,18.36,44.15,https://domclick.ru/card/sale__flat__2072707017
"Озёрная улица, 4 к2",55.687729,37.465536,156509.0,13240.0,17.46,24.2,30.33,17.64,7.27,3.1,57.81,42.19,34.51,19.43,56.02,https://domclick.ru/card/sale__flat__2072735802
"6-я Радиальная улица, 3 к7",55.604968,37.665864,151434.0,5561.0,12.12,25.76,40.4,14.14,5.05,2.53,59.6,40.4,36.36,18.18,56.06,https://domclick.ru/card/sale__flat__2072743755
"улица Горчакова, 5",55.546703,37.526591,101678.0,9533.0,7.7,18.99,31.96,20.25,13.4,7.7,53.16,46.84,31.65,20.36,42.72,https://domclick.ru/card/sale__flat__2072753553
"Большая Почтовая улица, 32",55.780154,37.6982,115263.0,12237.0,19.83,28.31,28.27,15.55,6.04,2.0,73.43,26.57,21.35,16.15,67.37,https://domclick.ru/card/sale__flat__2072760132
"улица Александры Монаховой, 87 к2",55.549767,37.487313,127448.0,12079.0,17.36,29.3,32.5,13.83,5.03,1.98,52.4,47.6,28.36,20.32,36.22,https://domclick.ru/card/sale__flat__2072778647
"Бережковская набережная, 12",55.73805,37.564399,171252.0,11881.0,4.7,20.81,32.89,26.17,8.72,6.71,32.21,67.79,29.53,22.82,51.68,https://domclick.ru/card/sale__flat__1596418182
"улица Пруд-Ключики, 3",55.748772,37.721085,95311.0,9992.0,16.25,22.52,28.65,18.91,9.5,4.16,65.56,34.44,19.19,16.82,37.64,https://domclick.ru/card/sale__flat__1640013830
"Спортивная улица, 13",55.500898,37.568411,89834.0,10658.0,12.9,22.32,30.76,20.76,9.33,3.93,57.99,42.01,30.26,18.36,48.24,https://domclick.ru/card/sale__flat__1764237148
"улица Спиридоновка, 12",55.759866,37.594439,245369.0,15295.0,9.26,22.96,34.07,18.15,10.37,5.19,24.44,75.56,30.37,25.56,44.44,https://domclick.ru/card/sale__flat__2058762456
"Дмитровское шоссе, 151 к3",55.896186,37.541434,87029.0,9945.0,17.68,22.8,26.96,20.94,8.68,2.95,58.7,41.3,21.65,17.37,32.71,https://domclick.ru/card/sale__flat__2059090528
"Центральная улица, 18",55.537107,37.15632,119547.0,10483.0,6.99,19.04,33.59,21.9,13.41,5.06,60.84,39.16,27.89,20.4,62.91,https://domclick.ru/card/sale__flat__2061967072
"Заповедная улица, 18 к4",55.868828,37.638264,105349.0,9342.0,13.88,19.66,27.25,20.03,11.71,7.48,52.25,47.75,27.29,23.13,40.85,https://domclick.ru/card/sale__flat__2062042531
"Малая Сухаревская площадь, 1 ст1 / улица Щепкина, 1",55.773793,37.628168,123694.0,10184.0,18.19,25.56,25.37,17.67,9.11,4.09,40.66,59.34,24.71,22.16,31.36,https://domclick.ru/card/sale__flat__2063214156
"Большая Пионерская улица, 20",55.727805,37.634056,134334.0,10547.0,19.63,24.57,26.85,17.28,8.36,3.31,44.17,55.83,25.33,20.94,34.44,https://domclick.ru/card/sale__flat__2063886949
"Сельскохозяйственная улица, 39",55.855985,37.62344,171224.0,13872.0,12.14,29.23,33.23,15.18,6.71,3.51,62.94,37.06,41.21,20.45,48.88,https://domclick.ru/card/sale__flat__2064402052
"Рубцовская набережная, 2 к2",55.773836,37.696022,129400.0,13737.0,24.81,17.25,27.47,17.17,9.61,3.69,58.71,41.29,21.89,19.23,43.35,https://domclick.ru/card/sale__flat__2064932761
"улица Конёнкова, 15 к1",55.892114,37.607255,88311.0,8451.0,11.56,19.31,25.07,23.89,12.49,7.68,49.57,50.43,26.54,19.24,38.9,https://domclick.ru/card/sale__flat__2065167736
"Дмитровское шоссе, 25 к1",55.825108,37.571228,160376.0,11863.0,13.67,26.37,30.55,17.85,8.2,3.38,76.05,23.95,27.97,20.1,73.15,https://domclick.ru/card/sale__flat__2065215524
"Радужная улица, 14/5",55.588218,37.371426,114088.0,9368.0,11.53,24.24,32.84,19.45,8.11,3.81,57.87,42.13,33.24,19.94,54.15,https://domclick.ru/card/sale__flat__2065365566
"Тимирязевская улица, 14",55.813756,37.567342,107374.0,10930.0,13.08,21.13,27.06,20.07,11.67,6.99,50.73,49.27,27.68,24.21,36.89,https://domclick.ru/card/sale__flat__2065366522
"Саввинская набережная, 3",55.738844,37.571012,210549.0,19190.0,10.72,25.33,30.58,22.95,7.45,2.97,72.45,27.55,28.77,23.88,90.97,https://domclick.ru/card/sale__flat__2065384031
"проспект Мира, 33 к1",55.780408,37.631798,117219.0,10783.0,18.62,24.51,25.09,17.91,9.53,4.34,46.6,53.4,23.12,19.95,30.98,https://domclick.ru/card/sale__flat__2065582879
"Пречистенская набережная, 17 / 1-й Зачатьевский переулок, 2",55.739535,37.605371,195083.0,19282.0,21.65,26.95,34.17,13.7,3.24,0.29,44.48,55.52,27.39,20.62,50.07,https://domclick.ru/card/sale__flat__2065648356
"Гоголевский бульвар, 27",55.748949,37.599433,196186.0,12264.0,7.78,22.75,31.44,22.46,11.08,4.49,64.37,35.63,32.04,20.66,55.39,https://domclick.ru/card/sale__flat__2065662094
"1-й Новоподмосковный переулок, 2/1 / улица Космонавта Волкова, 1",55.816259,37.503911,122014.0,7479.0,7.14,18.41,31.59,17.03,14.84,10.99,57.97,42.03,26.65,17.31,40.11,https://domclick.ru/card/sale__flat__2065678548
"Люблинская улица, 179/1 / Поречная улица, 1",55.644384,37.748096,124284.0,10841.0,9.16,19.08,42.75,15.27,8.4,5.34,56.74,43.26,32.32,28.5,51.4,https://domclick.ru/card/sale__flat__2065694789
"улица Трофимова, 10",55.702732,37.666344,143735.0,10195.0,16.75,29.95,32.85,12.56,5.64,2.25,59.74,40.26,30.76,23.35,47.67,https://domclick.ru/card/sale__flat__2065721455
"Гоголевский бульвар, 25 ст1",55.748386,37.599394,196186.0,12264.0,7.78,22.75,31.44,22.46,11.08,4.49,64.37,35.63,32.04,20.66,55.39,https://domclick.ru/card/sale__flat__2065794829
"Лихачёва проспект, 14",55.688893,37.655658,143241.0,15675.0,16.15,26.95,32.52,15.07,7.67,1.65,69.93,30.07,19.61,15.52,48.1,https://domclick.ru/card/sale__flat__2066632534
"Академическая площадь, 3",55.485171,37.304793,103089.0,8654.0,12.61,19.23,29.74,21.54,11.01,5.87,50.52,49.48,32.81,24.22,48.13,https://domclick.ru/card/sale__flat__2066661423
"Солнечная улица, 9",55.469322,37.290261,119673.0,7599.0,8.31,15.13,29.42,24.78,14.09,8.27,51.54,48.46,30.53,24.96,57.77,https://domclick.ru/card/sale__flat__2066810084
"Часовая улица, 23 к1",55.809978,37.521849,129413.0,7886.0,19.35,8.06,24.19,24.19,16.13,8.06,30.65,69.35,27.42,25.81,27.42,https://domclick.ru/card/sale__flat__2066812175
"Денежный переулок, 22",55.745433,37.587324,188947.0,13418.0,10.05,20.69,30.32,21.38,11.93,5.64,51.19,48.81,24.17,22.8,44.91,https://domclick.ru/card/sale__flat__2066881625
"Подкопаевский переулок, 11 ст1",55.753367,37.641821,144588.0,11936.0,29.14,28.6,21.17,13.42,5.5,2.16,57.39,42.61,19.01,19.91,39.14,https://domclick.ru/card/sale__flat__2066960030
"Ломоносовский проспект, 25 к2",55.69517,37.531521,162348.0,14766.0,26.05,19.37,21.54,18.69,10.15,4.19,49.4,50.6,26.36,18.44,43.5,https://domclick.ru/card/sale__flat__2067054448
"2-я Филёвская улица, 6 к4",55.73708,37.495309,140677.0,12421.0,15.86,23.99,29.9,17.69,8.55,4.02,57.27,42.73,24.92,20.09,49.78,https://domclick.ru/card/sale__flat__2067128699
"улица Удальцова, 17 к1",55.673133,37.513098,138568.0,10543.0,6.31,13.32,26.4,26.17,15.65,12.15,38.55,61.45,41.36,26.87,48.36,https://domclick.ru/card/sale__flat__2067202766
"Луговая улица, 20в к5",55.538885,37.185891,230703.0,25287.0,2.7,13.51,37.84,24.32,16.22,5.41,40.54,59.46,56.76,18.92,83.78,https://domclick.ru/card/sale__flat__2067240813
"Вознесенский переулок, 16/4 / Елисеевский переулок, 4",55.759304,37.605993,117743.0,11398.0,24.73,23.27,24.88,16.3,7.72,3.11,50.0,50.0,23.67,20.1,35.48,https://domclick.ru/card/sale__flat__2067268478
"улица Лётчика Бабушкина, 18 к2",55.864545,37.676214,98703.0,9302.0,14.44,22.3,28.35,18.43,11.44,5.05,46.54,53.46,30.63,22.36,36.8,https://domclick.ru/card/sale__flat__2067393417
"Нагатинская набережная, 14 к1",55.683002,37.649499,190640.0,13444.0,6.84,24.79,41.88,18.8,4.27,3.42,36.75,63.25,56.41,29.06,52.14,https://domclick.ru/card/sale__flat__2067475418
"улица Удальцова, 32 к1",55.682031,37.492949,201688.0,16752.0,14.09,19.54,28.83,20.12,11.42,6.0,52.65,47.35,33.0,23.89,65.75,https://domclick.ru/card/sale__flat__2067578298
"улица Берзарина, 16",55.788186,37.486724,125261.0,9889.0,12.15,18.41,27.57,20.37,12.9,8.6,52.99,47.01,22.34,24.58,40.47,https://domclick.ru/card/sale__flat__2067839718
"6-я Радиальная улица, 5 к1",55.606469,37.658635,123800.0,11028.0,12.08,22.35,31.5,20.79,9.34,3.95,55.57,44.43,31.34,20.44,46.27,https://domclick.ru/card/sale__flat__2067931464
"Большая Пироговская улица, 5",55.735938,37.581349,118006.0,11063.0,11.52,17.54,35.97,18.2,11.71,5.07,53.08,46.92,29.38,16.64,38.06,https://domclick.ru/card/sale__flat__2068038328
"Большой Харитоньевский переулок, 16-18",55.765227,37.647411,137125.0,11014.0,19.3,18.66,27.59,19.14,10.69,4.63,32.06,67.94,27.67,20.73,34.93,https://domclick.ru/card/sale__flat__2068189769
"Радужная улица, 9",55.592151,37.37371,121780.0,8714.0,6.21,14.86,35.81,22.41,13.15,7.55,38.98,61.02,41.66,26.67,50.91,https://domclick.ru/card/sale__flat__2068449515
"бульвар Генерала Карбышева, 8",55.778804,37.471376,108941.0,10017.0,11.24,19.54,28.12,21.64,12.13,7.32,48.69,51.31,26.96,20.24,38.43,https://domclick.ru/card/sale__flat__2068613977
"Школьная улица, 13 к2",55.519721,37.211789,186193.0,5482.0,2.22,17.78,28.89,28.89,13.33,8.89,77.78,22.22,26.67,31.11,93.33,https://domclick.ru/card/sale__flat__2068799540
"Родионовская улица, 2 к1",55.895246,37.399674,189384.0,14511.0,7.55,13.61,32.03,26.98,13.19,6.65,44.62,55.38,44.92,29.23,66.07,https://domclick.ru/card/sale__flat__2069038043
"Тихвинская улица, 39",55.791291,37.598975,157540.0,13585.0,9.21,31.24,33.65,15.72,7.42,2.76,78.33,21.67,26.36,19.28,93.4,https://domclick.ru/card/sale__flat__2069109429
"Саввинская набережная, 17",55.734635,37.565749,263203.0,26505.0,12.15,30.77,31.78,15.99,7.69,1.62,44.13,55.87,29.55,23.89,57.49,https://domclick.ru/card/sale__flat__2069268559
"улица Малая Ордынка, 27/5-3 ст1 / Большой Ордынский переулок, 5",55.734349,37.625918,167747.0,12912.0,16.51,26.52,29.75,15.74,8.19,3.29,47.06,52.94,25.61,23.13,42.88,https://domclick.ru/card/sale__flat__2069336097
"улица Костикова, 4 к5",55.761512,37.555616,146949.0,13089.0,12.33,21.79,31.09,20.17,10.31,4.31,51.26,48.74,24.78,20.26,44.83,https://domclick.ru/card/sale__flat__2069336131
"улица Усачёва, 9",55.7283,37.572365,206359.0,16328.0,15.56,25.35,31.2,16.67,7.9,3.31,59.96,40.04,25.47,18.95,52.51,https://domclick.ru/card/sale__flat__2069336166
