title,lat,lon,avg_price,capacity
Кафе,55.654191,37.597624,,
Кафе,55.616657,37.763893,,
Кафе,55.574336,37.577113,600,8
Кафе,55.70376,37.608284,,
Кафе,55.607645,37.572961,300,
Кафе,55.58177,37.707703,500,
Кафе,55.578369,37.588686,450,20
Кафе,55.571036,37.61886,300,70
Кафе,55.683166,37.618067,,50
Кафе,55.589534,37.726395,200,24
Кафе быстрого питания,55.573351,37.619702,230,46
Кафе вьетнамской кухни,55.609954,37.719543,,
Кафе грузинской кухни,55.612886,37.704765,,
Кафе на Каспийской,55.623217,37.673975,390,
Узбекская кухня,55.698838,37.638088,,
Кафе халяльной кухни,55.613518,37.605871,400,10
Кафе-столовая,55.656887,37.608335,450,
Кафетера,55.6918,37.660773,400,
Кепи,55.712578,37.645868,1250,100
Кларом,55.674621,37.659712,500,20
Клевер,55.700629,37.643992,850,60
Км-халяль,55.621633,37.667335,850,42
Конгресс-центр,55.697268,37.607424,500,40
Контрас,55.677667,37.655552,1050,
Космостория,55.622231,37.713014,1500,
Кофе+еда,55.583399,37.711863,500,
Кофейник,55.581964,37.660927,150,
Кошка,55.603339,37.655869,600,10
Крошка картошка,55.622828,37.605705,500,50
Крошка картошка,55.676384,37.665719,300,
Крошка картошка,55.579705,37.649445,350,24
Крошка картошка,55.651602,37.61244,750,
Крошка картошка,55.647533,37.594818,450,
Крошка картошка,55.566908,37.690539,300,
Крошка картошка,55.709471,37.622342,500,
Крошка картошка,55.682834,37.661117,600,
Крошка картошка,55.636352,37.598376,550,
Крошка картошка,55.704781,37.638751,350,
Крошка картошка,55.611741,37.606722,400,
Крошка картошка,55.664329,37.626888,300,
Крошка картошка,55.58766,37.724209,550,
Крошка картошка,55.706054,37.593991,500,
Крошка картошка,55.622053,37.713207,500,
Крошка картошка,55.690201,37.601638,350,
Крошка картошка,55.611731,37.731998,300,120
Крошка картошка,55.610155,37.720332,450,
Крошка картошка,55.653312,37.62081,300,
Крымские чебуреки&шаурма,55.70456,37.640277,,
Кукуреза,55.639375,37.606391,,
Курица и утка по-гонконгски,55.709287,37.652786,600,
Кусочки,55.713819,37.607583,3000,100
Кухня Полли,55.588017,37.663859,1500,
Кушавель,55.708099,37.597346,,
Лаборатория Еды,55.709092,37.653703,350,12
Лаборатория Еды,55.671933,37.631546,700,
Лаборатория Хлеба,55.65229,37.628129,1000,22
Лаванда,55.673749,37.668934,1500,40
Лаззат,55.609532,37.60333,,
Лаззат,55.585243,37.739678,550,32
Лаззат,55.57147,37.60241,4250,28
Лайки Бургер,55.698189,37.638388,350,
Лале Султан,55.600523,37.607445,1000,50
Левада,55.642361,37.583421,800,35
Лепрекон,55.668456,37.64859,,
Лес,55.628027,37.633882,400,100
Лесная усадьба,55.571766,37.602554,800,250
Лига,55.628728,37.740983,1100,70
Луномосик,55.637056,37.600183,1500,80
М-кафе,55.613437,37.60805,,25
М2 органик клуб,55.699144,37.635527,1550,40
Майхан,55.650842,37.59639,,
Мангал Клаб,55.588539,37.6005,1150,38
Марва,55.615915,37.613685,800,
Мармарис халяль,55.688277,37.65471,,15
Марфа,55.655808,37.657892,1000,40
Мацони тайм,55.608371,37.755278,500,8
Маяк,55.611258,37.576508,600,34
Меломан,55.710999,37.605699,1550,40
Мерани,55.587798,37.602095,1500,40
Меркалето,55.61832,37.673086,1500,130
Меркалето,55.660136,37.650806,1500,140
Миксология,55.704131,37.624559,550,6
Милария,55.677849,37.664865,1300,40
Милена,55.626265,37.648637,1000,45
Миндон,55.573794,37.599014,400,40
Мир вафель,55.676358,37.665438,,
Море есть,55.602781,37.732477,2500,46
Море&Тесто,55.682469,37.661388,750,
Моремания,55.636525,37.597872,950,65
Моремания,55.624769,37.709501,950,300
Мундуз,55.638751,37.604237,650,150
Мята Lounge,55.656772,37.618909,1000,50
На Даче,55.613571,37.754198,,
Навруз,55.592438,37.752935,500,40
Наршараб,55.682989,37.599655,1450,120
Нияма,55.61215,37.605363,1300,
Нияма,55.687573,37.603926,1300,
Нон,55.698442,37.638557,700,
Нур-313,55.578096,37.589772,700,70
Нут,55.626185,37.666053,450,
О`кей,55.61282,37.607357,,
Обедов,55.665111,37.631157,400,100
Обедовъ,55.583085,37.711251,300,4
Омур,55.674677,37.666005,1000,
Опытный,55.710714,37.643932,800,50
Опята,55.633698,37.657521,1200,70
Ореховый бульвар,55.612691,37.695719,1250,60
Орхан,55.602716,37.740606,1000,150
Очаг,55.647846,37.578061,,
Очаг Гриль,55.644615,37.654394,1500,100
Панда парк,55.705284,37.642907,500,40
Паризода,55.674548,37.596641,900,25
Пастерия,55.688102,37.651345,1000,
Перец&Мята,55.663998,37.599174,1700,150
Пилмэн,55.58072,37.674489,2000,80
Пицца и вино,55.709159,37.624984,2000,44
Плов №1,55.594444,37.616273,,
Плов Готов,55.653631,37.624359,500,30
Плов центр,55.673188,37.61415,500,15
Плов Центр,55.673922,37.611992,380,15
Плов центр,55.593752,37.747472,600,
Плов центр,55.705483,37.642998,,
Плов Центр,55.665454,37.649469,650,40
"Бирюлёвская улица, 38 ст3",55.588049,37.663499,,
Подъезд,55.65676,37.597425,2500,70
Поминальная трапеза,55.593275,37.671862,,
"Привет, я в Грузии",55.68548,37.692538,650,50
Пулигъ,55.608173,37.733433,1000,50
Развилка вкусов,55.592423,37.74831,500,16
Ранчо К3,55.649661,37.632032,1400,30
Рачули,55.711142,37.61879,800,
РД,55.713283,37.644462,950,
Регистан,55.571578,37.601738,5050,150
Река море океан,55.711263,37.614523,2000,15
Ретрит,55.709092,37.653703,400,16
Рецепт,55.696562,37.621793,,
Рольф,55.580426,37.703176,500,
Рябина,55.663649,37.616615,500,
Сofix bakery,55.651963,37.628625,,
Сабаба,55.5974,37.601254,600,20
Сабр,55.708495,37.656302,400,16
Садж хаус,55.691267,37.600054,550,28
Самарканд,55.689612,37.60166,,
Самарканд,55.611663,37.720082,1200,45
Самая Вкусная Шаурма,55.581817,37.580922,800,
Самовар,55.70556,37.642658,600,50
Самса KG,55.639305,37.603934,500,
Сафо,55.641463,37.65603,900,250
Сахара,55.58041,37.576834,2000,50
Семейное,55.604686,37.706929,500,16
Семейное,55.637696,37.58679,,
СимСим,55.692965,37.660132,650,
Ск,55.597699,37.649321,750,21
Скандинавия,55.673452,37.612287,1000,25
Событие,55.593465,37.678739,500,16
Сокровище Шаха,55.611248,37.599138,1000,130
Сорризо,55.611856,37.608283,,
София,55.614391,37.756466,350,40
Спорт и точка,55.692965,37.660132,500,
Старинные обычаи,55.640561,37.658376,1000,50
Старый город,55.610948,37.72305,300,
Старый кактус,55.594438,37.599036,1000,32
Старый Самарканд,55.691742,37.589553,650,80
Стейк`хэм,55.709051,37.65274,,
Стрелка,55.698517,37.638768,,
Султан,55.591813,37.748141,600,
Суши плюс,55.590395,37.647887,700,45
Сфобода,55.57975,37.649179,550,
Счастье тут,55.676612,37.641398,,
Сытая столица,55.697268,37.607424,350,55
Сэлли Хаус,55.705415,37.614964,800,40
Табриз,55.683148,37.680957,2000,120
Тандыр №1,55.597479,37.605447,300,22
Однажды в Ташкенте,55.704756,37.654351,650,54
Твой дом,55.584571,37.722044,440,140
Теплый вечер,55.581669,37.581449,1250,
Терраса,55.593343,37.611198,2000,50
Тифлис,55.677683,37.658835,1000,25
Тонгал,55.60832,37.579408,850,200
Трапезная,55.655548,37.657457,500,130
Три финика,55.614716,37.75106,500,200
Три финика,55.622365,37.739295,600,
Тут,55.624628,37.716187,600,110
Тэнкэй,55.583243,37.595126,600,22
У Джульетты,55.581359,37.636245,,
У Карчавы,55.667241,37.646355,1200,
У Палыча,55.628459,37.599515,,
У Чайки,55.660997,37.624846,550,36
Урюк,55.705355,37.63986,1300,400
Усадьба Царицыно,55.618345,37.683423,1500,120
Утка по Mr.Lee,55.61121,37.60722,900,
Уют,55.656809,37.607545,450,10
Уют,55.631849,37.762558,1500,16
Уют и вкус,55.690116,37.601788,500,30
Файза,55.655894,37.597684,800,60
Феникс,55.585963,37.61103,,
Фергана,55.592217,37.664349,500,20
Фло Арт,55.702484,37.645696,400,45
Фо Фыонг,55.625236,37.612471,400,30
Фо-Нэм,55.656276,37.597956,650,50
Фортуна,55.633171,37.657987,500,
Фуд формула,55.576877,37.697544,1000,50
Хайям,55.607399,37.592412,500,65
Халва,55.583209,37.66276,550,70
Халва,55.666293,37.628074,500,300
Халяль Плов №1,55.594444,37.616273,500,55
Хан Плов,55.602541,37.657993,300,40
Хан-манты,55.68247,37.661216,900,
Хангри Вульф,55.670101,37.632887,,
Хива,55.636954,37.653709,550,50
Хинкал Есть,55.703737,37.591361,230,60
Хинкали,55.691018,37.605701,1200,40
"Хинкали, вино, мимино",55.676741,37.633378,2000,120
Хинкали+,55.590395,37.647887,1000,45
Хинкалимания,55.587299,37.7237,550,
Хинкальная,55.680627,37.66325,1000,45
Хинкальная на Кантемировской,55.637275,37.655764,1500,70
Хинкальный дом,55.620983,37.610068,900,60
Хищник,55.730065,37.636091,2000,60
Хлебный двор,55.571473,37.608529,400,10
Хорошие новости,55.673315,37.610034,1600,25
Хочу Шашлык,55.652971,37.611258,,
Центурион,55.57329,37.634221,300,16
Цукидзе,55.698321,37.638476,450,
Чаван чуду,55.650616,37.587193,1350,35
Чай хаус,55.603505,37.730903,500,
Чайхана,55.701039,37.616586,500,20
Чайхана,55.632767,37.658782,500,
Чайхана,55.635865,37.673297,300,40
Чайхана,55.731679,37.640858,370,120
Чайхана,55.682489,37.660586,600,34
Чайхана Плов #1,55.682205,37.677488,500,
Чайхана халяль,55.587719,37.649143,300,50
Чайхана Халяль,55.68996,37.598536,,
Чайхона by Nick,55.574342,37.609715,200,15
Чача,55.606566,37.708703,850,40
Чебурешная,55.705941,37.593469,350,
Чевапи гриль,55.719592,37.60784,750,
Четыре сыра,55.623303,37.60449,1200,60
Чинар,55.59005,37.672542,600,30
Чистая линия,55.708699,37.622348,1200,50
Шаварм`е,55.652322,37.630378,500,12
Шайба,55.722868,37.591424,1050,40
Шарманка,55.591274,37.664628,850,60
Шахрисабз,55.682551,37.598098,350,80
Шашлык&Ламаджо_8888,55.690502,37.601826,,
Шашлыкhouse1,55.674587,37.597608,450,26
Шашлычный двор №1,55.629384,37.66485,1000,36
Швили,55.705293,37.640232,1750,144
Швили,55.621061,37.713681,2400,40
Шоколадница,55.719383,37.631904,1000,80
Шоколадница,55.697872,37.634032,850,
Шоколадница,55.70906,37.596104,850,36
Шоколадница,55.716946,37.607863,850,60
Шоколадница,55.730605,37.635421,1000,80
Шоколадница,55.707854,37.590678,850,60
Шоколадница,55.622497,37.606713,850,55
Шоколадница,55.653774,37.647258,850,50
Шоколадница,55.583175,37.595433,850,76
Шоколадница,55.729116,37.61151,820,140
Шоколадница,55.640706,37.609124,850,52
Шоколадница,55.62113,37.714191,850,75
Шоколадница,55.609769,37.720094,850,28
Штолле,55.719265,37.60883,500,2
Эгриси,55.61166,37.696327,1400,60
ЭплКрим,55.722916,37.620389,1800,40
Ю.бистро,55.699873,37.636015,1500,38
Я люблю хинкали,55.589782,37.672614,500,18
Якитория,55.609412,37.719623,1450,94
Ялла,55.679015,37.643908,950,70
12/1,55.668674,37.537403,,
1872,55.686745,37.540221,900,25
1988,55.697266,37.548139,,
5 Казан,55.662986,37.553543,550,200
5+,55.543968,37.482016,1200,42
Baikal,55.633907,37.518396,1500,60
Balance,55.523842,37.519361,,
Bazil cafe,55.544381,37.58731,,45
Beykoz,55.619334,37.507482,350,
BioCafe,55.657725,37.498707,1500,50
Boladi,55.617207,37.508014,,
Brasserie,55.679258,37.559622,1300,50
Bright,55.672096,37.559477,400,
Buongiorno,55.540172,37.482638,1500,25
Butovo grill,55.550643,37.528766,1200,100
Butovo grill,55.565732,37.559898,500,114
Caffeterria,55.701774,37.578011,500,30
Cantina city,55.656409,37.526224,,
Castello пан-Африка,55.652588,37.50685,800,60
Chagong,55.693483,37.533887,800,16
China Style,55.69274,37.53237,1500,
Coffee Way,55.63313,37.521155,350,
Coffee Way,55.499242,37.568202,250,2
Coffee Way,55.608574,37.537059,350,
Conor mac Nessa,55.680945,37.556696,2000,140
Craft time,55.694425,37.5467,1000,50
Cyclo,55.543991,37.482125,1000,
Delonix,55.652821,37.475892,1200,40
Diner lounge,55.656793,37.496728,1500,40
Diyor,55.653107,37.502261,1000,
Dizengof99,55.676193,37.566542,1500,96
Dom.Kimchi,55.625447,37.509614,1500,130
Dona,55.641607,37.524052,850,
Drive,55.64468,37.560986,600,8
Drive,55.632136,37.468814,350,17
Drive,55.63181,37.466567,,
Dvor cafe,55.663414,37.518907,1550,25
Dvorik gourmet,55.500177,37.540658,1400,25
Elush,55.677645,37.516314,1500,60
Encore,55.608838,37.535135,1500,8
Family cafe,55.525307,37.515094,1100,30
Food Arzon,55.617767,37.508531,,
Fooda,55.548134,37.543962,,
Foodentem,55.620945,37.474286,,
Fresh,55.675399,37.50559,1500,20
Fresh cafe,55.65004,37.48908,490,100
Gagawa,55.603918,37.490918,990,32
GB8,55.682748,37.561776,600,50
Gg group,55.64405,37.508609,1500,72
Giraffe,55.669726,37.531751,600,50
Glace,55.538443,37.460108,450,20
Goodbuns,55.670345,37.552997,350,
Grillzhotdog,55.693594,37.534235,300,5
Hatimaki,55.651129,37.516338,1000,32
Hatimaki,55.51198,37.571199,1000,14
Hatimaki,55.542735,37.477938,800,9
Hatimaki,55.557469,37.556504,1000,30
Hatimaki,55.608977,37.536603,1000,14
Hatimaki,55.504426,37.559065,1000,10
Hatimaki,55.573995,37.564871,700,12
Hi Малатан,55.692616,37.532299,700,30
Hookah time,55.546544,37.551534,1000,
HookahPlace True,55.643757,37.480757,1650,
House 45,55.70349,37.57374,450,20
in cup,55.648937,37.540938,370,18
Istanbul shef doner,55.618757,37.506383,250,25
Izakaya,55.682075,37.517046,800,43
Jolly leprechaun,55.688456,37.57357,1000,
Kitchen,55.676066,37.536954,1100,150
Kitchen,55.672638,37.515198,1100,36
La Kathrin,55.64366,37.480546,1200,35
La piazza,55.546789,37.532597,1500,80
La Piola,55.633408,37.520246,1100,100
LaCus,55.664783,37.563229,250,32
Left & Right,55.693665,37.534327,800,64
Lenta Fresh,55.523508,37.51884,400,16
Lusun,55.67643,37.577253,1200,70
Macadamia,55.672613,37.542453,1800,70
Mantubar,55.630226,37.516636,500,
Mazaj,55.654255,37.500814,,
Minnie ze mooche,55.648937,37.540938,600,65
MockWa,55.648937,37.469024,,100
Mon kitchen,55.679329,37.573178,1500,55
Mui Ne,55.669504,37.519987,700,35
Namur,55.664722,37.546385,1200,
Norme,55.695461,37.562867,700,
Norme,55.662203,37.525741,,
Norme,55.673616,37.52016,550,
Noshery,55.544185,37.478032,,18
Ohana,55.535643,37.516912,,25
Olive,55.619983,37.509657,,112
Parfe,55.655184,37.573898,1500,45
Кафе Пелетон,55.628677,37.470255,550,44
Pho city,55.656139,37.54206,500,150
Pho u,55.660947,37.543992,500,12
PhoBo,55.677714,37.574597,1000,
PhoBo,55.662693,37.554544,,
Pizzeria №1,55.504904,37.559337,,
Pronto pizza,55.568865,37.58593,1100,60
Red Stars,55.639447,37.512924,,
ShashlikButovo1,55.530214,37.528408,700,30
Shawarma Bar,55.667998,37.563446,600,14
Stop express,55.614091,37.490841,,
Sultan,55.511741,37.573765,350,
Teff,55.655199,37.500053,900,50
The Бык,55.664116,37.511928,700,50
The Бык,55.665942,37.548939,700,110
Tianfu,55.652978,37.505241,1000,30
Timesburg,55.67286,37.544695,,
Trattoria Siesta,55.506555,37.585175,1000,80
Vegolife,55.601447,37.506386,,
Verona,55.614959,37.490621,500,10
Vibes,55.652083,37.495922,1100,
Vibes,55.651866,37.500282,1100,
Vitae healthy food,55.5058,37.585556,650,
Vлаvаше,55.553312,37.555258,450,24
Vлаvаше,55.524028,37.585962,300,18
Wave California poke,55.683807,37.550343,550,
White fox,55.696014,37.546567,1400,30
Wokandpizza,55.645859,37.560715,1500,
Wooji Kitchen&Bar,55.679623,37.565411,1200,80
Азбука Вкуса,55.669176,37.540409,600,34
Азбука Вкуса,55.679078,37.559935,350,6
Азбука Вкуса,55.666885,37.558708,500,4
Азбука Вкуса,55.698045,37.561005,450,10
Азбука Вкуса,55.676609,37.529628,450,12
Азбука Вкуса,55.631467,37.517134,300,13
Азбука Вкуса,55.642785,37.52467,500,2
Азбука Вкуса,55.533069,37.498377,500,25
Азбука Вкуса,55.688296,37.532067,450,10
Азбука Вкуса,55.685826,37.543239,650,16
Азбука Вкуса,55.646199,37.486141,300,40
Азбука Вкуса,55.671395,37.516923,450,10
Азбука Вкуса,55.66563,37.548754,450,10
Ала-арча,55.6721,37.553428,700,150
Алло! Пицца,55.500429,37.541154,1000,22
Алло! Пицца,55.543915,37.509102,1000,40
Алло! Пицца,55.570145,37.578594,1000,55
Алло! Пицца,55.626793,37.511016,1000,18
Алло! Пицца,55.66646,37.543702,1000,30
Амая,55.682847,37.561488,1200,
Андерcон,55.606289,37.536125,1500,40
АндерСон,55.561362,37.577166,1450,36
АндерСон,55.668414,37.534595,1450,70
АндерСон,55.656391,37.52792,2500,30
АндерСон,55.644907,37.49327,1450,30
Аполлон,55.652104,37.507468,400,70
Аполлон,55.652059,37.507275,,
Артхаус,55.66306,37.537253,1000,
Бабушка на кухне,55.518264,37.573788,500,18
Барвиха lounge,55.656793,37.496728,5000,200
Батони,55.65612,37.542158,1150,
Батони,55.67769,37.574246,1150,60
Баттерфлай,55.653226,37.501946,1500,200
Батуми,55.548122,37.550328,1000,70
Бахор,55.510584,37.574878,,70
Башлам,55.655883,37.493785,1500,49
Бедия,55.652836,37.564639,1200,30
Беркалъ,55.669683,37.512389,450,
Берлин,55.653929,37.593174,1200,65
Мегрелия,55.67896,37.565342,1250,40
Мегрелия,55.667141,37.524081,700,60
Бишкек,,,300,50
Бишкек Сити,55.654607,37.5396,800,75
Боргетто,55.689083,37.583282,2500,50
Буфет №1,55.645546,37.485032,550,25
Бухара,55.691761,37.576367,500,36
Бык да баран,55.546544,37.551534,1000,50
Васаби,55.664048,37.511868,600,
Ваш Гогис,55.55065,37.509525,1500,45
Веранда,55.604051,37.48205,800,100
Весна,55.605174,37.482329,500,30
Весна,55.493988,37.568861,350,30
Вилла Тифлис,55.67783,37.572094,1050,60
Вилла Тифлис,55.67783,37.572094,,
Виноград,55.631769,37.482711,1000,44
Витражи,55.650958,37.587126,,50
Вкус Азии,55.656272,37.541281,500,
ВкусВилл,55.703581,37.571452,550,6
ВкусВилл,55.561194,37.577009,,
ВкусВилл,55.663457,37.552175,350,
ВкусВилл,55.64492,37.474424,,
ВкусВилл,55.502577,37.538276,550,4
ВкусВилл,55.680339,37.56865,300,10
ВкусВилл,55.554313,37.554324,385,4
ВкусВилл,55.541643,37.479084,,
ВкусВилл,55.688412,37.570358,455,4
ВкусВилл,55.669646,37.551269,,10
ВкусВилл,55.64482,37.496032,,
ВкусВилл,55.655927,37.485282,400,4
ВкусВилл,55.670248,37.513357,400,3
ВкусВилл,55.566971,37.576354,350,7
ВкусВилл,55.692017,37.562721,250,
ВкусВилл,55.690962,37.534369,,
ВкусВилл,55.658871,37.514605,500,6
ВкусВилл,55.54678,37.555517,500,10
ВкусВилл,55.672421,37.568494,200,6
ВкусВилл,55.619823,37.507171,500,16
ВкусВилл,55.631999,37.519465,200,4
ВкусВилл,55.663024,37.560695,300,18
ВкусВилл,55.640259,37.533503,350,6
ВкусВилл,55.634639,37.474998,200,5
ВкусВилл,55.693401,37.533864,,
ВкусВилл,55.630171,37.515165,400,12
ВкусВилл,55.644346,37.523225,400,6
ВкусВилл,55.684806,37.571049,650,4
Вкусно и просто,55.657316,37.485591,1000,20
Вкусное Место,55.646854,37.546345,600,30
Вольность,55.697866,37.559872,1250,26
Воронцово,55.664315,37.543459,350,50
Восток,55.656036,37.522592,,
Восток,55.671535,37.554971,750,100
Восток,55.610256,37.535949,800,
Восток,55.610256,37.535949,1200,200
Всем Pizz,55.633045,37.520729,800,
Галилео,55.652836,37.504195,1000,200
Гамбринус,55.625099,37.509122,1700,300
Генацвале,55.656132,37.569088,1000,
Глостер,55.548029,37.550677,950,50
Горизонт,55.554309,37.555333,450,25
Гриль дворик,55.644433,37.466192,1000,
Грин парк,55.635876,37.489811,650,40
Грядка,55.650971,37.540512,350,65
Густо Итальяно,55.543699,37.484834,1200,18
Дарвин,55.690776,37.562,500,25
Дасмия,55.693288,37.574095,,
Дженис,55.690791,37.562622,,
Джигит,55.640906,37.534531,,
Джигит,55.640812,37.534861,,
Дзен Кафе,55.697839,37.560382,450,6
Дионис,55.655003,37.499039,1300,160
ЖасМин,55.641755,37.524113,2000,
ЖасМин,55.649188,37.484278,1850,100
Жили-были,55.500242,37.557169,1200,30
За кофе,55.553975,37.555921,600,23
Зам Зам,55.50032,37.562217,300,50
Здрасте,55.682922,37.583438,1450,1
Здрасте,55.658683,37.52996,1450,12
Здрасте,55.518308,37.573285,2000,34
Здрасте,55.557368,37.59257,1450,30
Здрасте,55.554827,37.555819,1450,10
Здрасте,55.543254,37.483816,1450,10
Здрасте,55.523082,37.582724,1450,30
Идома,55.667991,37.563611,1400,26
Изи паб,55.54792,37.543693,1550,130
Изюм,55.69189,37.57658,500,50
Иран,55.653486,37.501435,,80
Италония,55.535289,37.527845,1600,100
Кампус,55.656649,37.495259,1500,200
Капучинофф,55.668033,37.531044,,
Карина,55.668771,37.518906,1450,40
Кариночка,55.67258,37.568665,1300,120
Карл Баллинг,55.684517,37.560886,350,60
КартулиОда,55.681129,37.523652,1100,48
Кафе,55.658864,37.589147,,
Кафе,55.668592,37.547327,,15
Кафе,55.632571,37.466076,700,21
Кафе,55.598931,37.554666,350,24
Кафе,55.617954,37.509939,450,80
Кафе,55.657232,37.552243,500,50
Кафе,55.495714,37.577534,1500,40
Кафе-столовая,55.653478,37.537737,500,70
Кахетия,55.565662,37.584217,800,40
Кахури,55.670227,37.5534,1000,65
Кахури,55.642654,37.520161,1000,100
Кинто,55.680384,37.570345,100,50
Китайка77. рф,55.61855,37.506856,1450,
Китайский Самовар,55.692515,37.532118,1680,25
Корн-дог,55.685624,37.581304,,
Космик,55.692192,37.528408,2000,200
Кофе и Кусочек,55.544351,37.484036,2500,15
Кофе остров,55.701774,37.578011,400,20
Кофе хауз,55.656111,37.54222,550,26
Кочевники,55.622973,37.506549,1000,50
Кочевники,55.637987,37.54163,700,40
Красный чай,55.55876,37.555493,1000,50
Крафт&Бургер,55.654637,37.589563,1500,30
Крафтбол,55.650174,37.522262,400,30
Крошка картошка,55.598211,37.527202,,
Крошка картошка,55.647106,37.517039,,
Крошка картошка,55.607958,37.532457,420,
Крошка картошка,55.656121,37.569653,400,
Крошка картошка,55.647673,37.482057,350,
Крошка картошка,55.525148,37.517933,600,
Крошка картошка,55.499231,37.56845,300,
Крошка картошка,55.570054,37.579104,500,
Крошка картошка,55.664181,37.511824,350,
Крошка картошка,55.640827,37.531292,500,
Крошка картошка,55.619125,37.507065,350,
Крошка картошка,55.669833,37.553246,359,60
Крошка картошка,55.692465,37.528366,350,
Крошка картошка,55.656202,37.54147,456,150
Крошка картошка,55.606282,37.536142,400,
Крошка картошка,55.603957,37.490981,650,
Кунак,55.609524,37.533905,400,80
Кухня как дома,55.655199,37.553093,550,55
Ламаджо,55.689242,37.557945,2500,30
Легенда,55.619428,37.506335,900,130
Лело,55.674299,37.505283,1500,100
Лепим и Варим,55.644742,37.519884,1200,50
ЛесLoft,55.564894,37.571984,750,28
ЛесLoft,55.569349,37.559964,350,20
Лорэм,55.645842,37.517492,850,60
Лотос,55.689167,37.53383,300,40
Луч Солнца,55.691058,37.534202,1400,
Малетон,55.668347,37.56136,1500,36
Мангал ланч,55.656073,37.569657,450,10
Мангал хаус,55.500829,37.558456,,48
Маргилан,55.616761,37.509269,550,50
Местный Японец,55.691074,37.576253,700,
Метехи,55.650944,37.559895,1200,50
Метод Фрейда,55.672986,37.524859,1200,20
Миндалия,55.499828,37.568348,500,150
Минутка,55.614223,37.487256,350,
Моё,55.605429,37.490182,350,
Моме хинкали,55.646041,37.477066,,
Момэ Хинкали,55.688382,37.569958,1300,40
Моремания,55.630547,37.517389,950,150
Моремания,55.574128,37.565366,950,
Моремания,55.664339,37.511505,950,
Московская чайная,55.669274,37.554367,,
Моя Хинкальная,55.541026,37.485379,1100,40
Мухаммад,55.604006,37.523462,700,
Мясье Шашлык,55.682139,37.580598,950,
Мята Lounge,55.694034,37.582138,1600,1
Мята Lounge,55.649654,37.539598,2000,25
Нават,55.611632,37.536894,400,150
Навруз,55.617517,37.507147,,
Навруз,55.61807,37.510506,,
Не Мишлен,55.541373,37.485153,2000,31
Небеса,55.6308,37.516653,1000,28
Ниппон,55.688732,37.547622,1200,22
Нияма,55.525179,37.517051,1300,
Нкафе,55.678658,37.533251,1200,50
Ноокен,55.63058,37.515632,1000,20
Оазис,55.612065,37.55517,1500,70
Озеро,55.516687,37.59631,,
Ок,55.651711,37.517468,650,40
Ордо,55.676833,37.578109,500,50
Ориён,55.508411,37.560814,500,34
Осиё,55.67197,37.547919,350,100
Остров,55.598211,37.527202,1100,30
Офис-клуб,55.653022,37.55341,700,140
Палео,55.624334,37.514209,,
Панда,55.661119,37.509582,600,15
Панда,55.693434,37.533861,1000,16
Панда Бургер,55.653053,37.502388,500,8
Панда Варит,55.656793,37.496728,,
Панчо Пицца,55.602128,37.492641,1200,120
Папа тако,55.543122,37.48521,,
Пепела,55.534262,37.529672,1300,100
Пит стоп,55.633893,37.484331,1000,22
Пицца Метер,55.678941,37.527441,,
Пицца экспресс,55.612747,37.487951,350,
Плов-центр,55.661533,37.577448,,
По душам,55.615757,37.540217,200,25
Полная кружка,55.642409,37.524427,1300,250
Поминальная трапеза,55.657412,37.529374,,
Поток,55.651177,37.50734,,
Привалофф,55.645964,37.560864,1500,16
Проф фуд сервис,55.703295,37.566195,,
Райхон,55.618391,37.510357,500,50
Китайская кухня,55.652136,37.517511,,
Рецепт,55.603828,37.535265,550,17
Рисарт,55.691969,37.53113,1400,
Розмарин,55.661681,37.533125,,
Розмарин,55.665268,37.547988,1500,50
Рольф,55.656695,37.536225,600,12
Романовская пекарня,55.662667,37.515113,800,35
Рыбная мануфактура №1,55.666266,37.544085,1500,
Рынок и общепит,55.692731,37.534117,1000,87
Сайзен,55.541427,37.485793,800,25
Салхино,55.680839,37.514658,950,60
Самарканд,55.652942,37.564022,550,100
Самарканд,55.61855,37.510509,550,200
Самарканд,55.651861,37.517668,450,60
Самая Вкусная Шаурма,55.557768,37.595513,700,30
Самми,55.658005,37.494284,2500,100
Семейная пекарня,55.680063,37.564553,,
Семейная пекарня,55.693239,37.5826,,
Семь хлебов,55.677937,37.575314,,50
Сербская мясара,55.670218,37.538136,1000,30
Сити,55.651876,37.506468,700,140
Сказка Бутово,55.542627,37.558382,1500,30
Смарт-кафе,55.655549,37.554534,1150,
Соль и мясо,55.542388,37.572268,600,60
Софи&Марсо,55.633784,37.453149,650,32
Спорткафе,55.53038,37.499679,350,30
Старый ворчун,55.649587,37.541978,,
Сушиблины,55.661747,37.509211,,
Тайга Кофе,55.69959,37.552474,,
Тальбина,55.673481,37.593706,1200,65
Тандыр,55.507066,37.56225,600,44
Ташкент,55.612927,37.488579,450,
Ташкент,55.625358,37.466368,450,200
Тбили,55.633266,37.454909,1500,20
Тбилисоба,55.543632,37.484505,1700,34
тд 36/2,55.608575,37.485699,300,
Тегеран,55.645064,37.519011,300,7
Теплый,55.615646,37.51301,,
Терра Вара,55.677114,37.534213,,
Токио-City,55.640152,37.533263,,
Трапезная,55.600391,37.549113,,
ТунЮэ,55.656789,37.493843,,
Тянутая лапша Ланьчжоу,55.692313,37.531752,600,45
У мангала,55.512552,37.575442,700,70
Удача,55.613885,37.494731,900,80
Удобный,55.494914,37.579828,400,24
